,name,surface,won,lost,surface_total,total_matches,win_rate
503,Andy Andrews,Clay,4,7,11,56,36.36
504,Andy Andrews,Grass,7,13,20,56,35.0
505,Andy Andrews,Hard,1,12,13,56,7.69
506,Andy Kohlberg,Carpet,4,7,11,50,36.36
507,Andy Kohlberg,Clay,1,9,10,50,10.0
508,Andy Kohlberg,Grass,1,2,3,50,33.33
509,Andy Kohlberg,Hard,7,19,26,50,26.92
510,Andy Murray,Carpet,8,3,11,889,72.73
511,Andy Murray,Clay,106,48,154,889,68.83
512,Andy Murray,Grass,108,22,130,889,83.08
513,Andy Murray,Hard,461,133,594,889,77.61
514,Andy Ram,Carpet,1,1,2,15,50.0
515,Andy Ram,Clay,1,2,3,15,33.33
516,Andy Ram,Hard,2,8,10,15,20.0
517,Andy Roddick,Carpet,25,10,35,827,71.43
518,Andy Roddick,Clay,76,43,119,827,63.87
519,Andy Roddick,Grass,87,22,109,827,79.82
520,Andy Roddick,Hard,424,140,564,827,75.18
521,Andy Zingman,Clay,1,2,3,3,33.33
522,Angel Gimenez,Carpet,1,7,8,195,12.5
523,Angel Gimenez,Clay,79,85,164,195,48.17
524,Angel Gimenez,Grass,1,5,6,195,16.67
525,Angel Gimenez,Hard,6,11,17,195,35.29
526,Anoosha Shahgholi,Carpet,1,1,2,14,50.0
527,Anoosha Shahgholi,Clay,5,7,12,14,41.67
528,Ante Pavic,Grass,2,4,6,12,33.33
529,Ante Pavic,Hard,1,5,6,12,16.67
530,Anthony Billington,Grass,1,1,2,2,50.0
531,Anthony Bull,Grass,1,1,2,2,50.0
532,Anthony Fawcett,Hard,1,4,5,5,20.0
533,Anthony Hammond,Grass,2,6,8,8,25.0
534,Anthony Lane,Grass,1,3,4,4,25.0
535,Anthony Mills,Hard,1,1,2,2,50.0
536,Antoine Bellier,Clay,1,4,5,5,20.0
537,Antoine Beugre,Carpet,3,1,4,8,75.0
538,Antoine Beugre,Hard,1,3,4,8,25.0
539,Antoine Hoang,Clay,2,2,4,15,50.0
540,Antoine Hoang,Hard,3,8,11,15,27.27
541,Anton Tsymbalov,Clay,1,1,2,2,50.0
542,Antonio Martinez,Clay,1,1,2,2,50.0
543,Antonio Munoz,Carpet,2,6,8,266,25.0
544,Antonio Munoz,Clay,86,133,219,266,39.27
545,Antonio Munoz,Grass,5,13,18,266,27.78
546,Antonio Munoz,Hard,4,17,21,266,19.05
547,Antonio Palafox,Grass,2,4,6,6,33.33
548,Antonio Solana,Clay,1,1,2,2,50.0
549,Antonio Veic,Clay,5,14,19,35,26.32
550,Antonio Veic,Hard,6,10,16,35,37.5
551,Antonio Zugarelli,Carpet,14,29,43,266,32.56
552,Antonio Zugarelli,Clay,88,93,181,266,48.62
553,Antonio Zugarelli,Grass,4,13,17,266,23.53
554,Antonio Zugarelli,Hard,6,19,25,266,24.0
555,Antony Dupuis,Carpet,6,8,14,214,42.86
556,Antony Dupuis,Clay,20,38,58,214,34.48
557,Antony Dupuis,Grass,19,22,41,214,46.34
558,Antony Dupuis,Hard,41,60,101,214,40.59
559,Antso Rakotondramanga,Clay,2,1,3,5,66.67
560,Antso Rakotondramanga,Hard,1,1,2,5,50.0
561,Aqeel Khan,Clay,8,13,21,66,38.1
562,Aqeel Khan,Grass,10,8,18,66,55.56
563,Aqeel Khan,Hard,10,17,27,66,37.04
564,Arafat Chekrouni,Clay,4,6,10,17,40.0
565,Arafat Chekrouni,Hard,4,3,7,17,57.14
566,Ariel Behar,Hard,1,2,3,3,33.33
567,Arif Kocak,Clay,2,2,4,4,50.0
568,Arjun Fernando,Clay,11,8,19,31,57.89
569,Arjun Fernando,Hard,5,7,12,31,41.67
570,Armand Molino,Clay,1,1,2,4,50.0
571,Armand Molino,Hard,1,1,2,4,50.0
572,Armand Strombach,Carpet,1,1,2,9,50.0
573,Armand Strombach,Clay,2,2,4,9,50.0
574,Armand Strombach,Hard,1,2,3,9,33.33
575,Armando Cornejo,Clay,3,7,10,10,30.0
576,Armando Perez,Clay,3,2,5,5,60.0
577,Armistead Neely,Clay,7,15,22,50,31.82
578,Armistead Neely,Grass,8,11,19,50,42.11
579,Armistead Neely,Hard,1,8,9,50,11.11
580,Arnau Brugues Davi,Hard,1,2,3,3,33.33
581,Arnaud Boetsch,Carpet,70,52,122,437,57.38
582,Arnaud Boetsch,Clay,58,64,122,437,47.54
583,Arnaud Boetsch,Grass,19,16,35,437,54.29
584,Arnaud Boetsch,Hard,85,73,158,437,53.8
585,Arnaud Clement,Carpet,41,41,82,646,50.0
586,Arnaud Clement,Clay,49,71,120,646,40.83
587,Arnaud Clement,Grass,50,43,93,646,53.76
588,Arnaud Clement,Hard,178,173,351,646,50.71
589,Arnaud Di Pasquale,Carpet,3,6,9,167,33.33
590,Arnaud Di Pasquale,Clay,47,52,99,167,47.47
591,Arnaud Di Pasquale,Grass,1,3,4,167,25.0
592,Arnaud Di Pasquale,Hard,18,37,55,167,32.73
593,Arne Thoms,Carpet,7,10,17,58,41.18
594,Arne Thoms,Clay,1,5,6,58,16.67
595,Arne Thoms,Grass,12,11,23,58,52.17
596,Arne Thoms,Hard,3,9,12,58,25.0
597,Artem Sitak,Clay,1,1,2,11,50.0
598,Artem Sitak,Grass,1,1,2,11,50.0
599,Artem Sitak,Hard,4,3,7,11,57.14
600,Artem Smirnov,Hard,2,3,5,5,40.0
601,Arthur Anastopoulo,Hard,1,1,2,2,50.0
602,Arthur Ashe,Carpet,251,71,322,927,77.95
603,Arthur Ashe,Clay,160,66,226,927,70.8
604,Arthur Ashe,Grass,110,34,144,927,76.39
605,Arthur Ashe,Hard,179,56,235,927,76.17
606,Arthur De Greef,Clay,2,5,7,10,28.57
607,Arthur De Greef,Hard,1,2,3,10,33.33
608,Arvind Parmar,Carpet,1,3,4,45,25.0
609,Arvind Parmar,Grass,11,18,29,45,37.93
610,Arvind Parmar,Hard,3,9,12,45,25.0
611,Ashkan Shokoofi,Carpet,1,1,2,13,50.0
612,Ashkan Shokoofi,Clay,5,4,9,13,55.56
613,Ashkan Shokoofi,Hard,1,1,2,13,50.0
614,Ashley Cooper,Clay,1,1,2,2,50.0
615,Ashley Hewitt,Hard,3,1,4,4,75.0
616,Ashok Amritraj,Carpet,1,4,5,22,20.0
617,Ashok Amritraj,Clay,3,14,17,22,17.65
618,Asif Ismail,Hard,1,1,2,2,50.0
619,Asim Shafik,Clay,3,1,4,13,75.0
620,Asim Shafik,Hard,3,6,9,13,33.33
621,Asiri Iddamalgoda,Hard,1,1,2,2,50.0
622,Aslan Karatsev,Hard,8,11,19,19,42.11
623,Atet Wijono,Clay,4,5,9,9,44.44
624,Athanasios Anastopoulos,Clay,2,1,3,3,66.67
625,Attila Balazs,Carpet,1,3,4,51,25.0
626,Attila Balazs,Clay,24,13,37,51,64.86
627,Attila Balazs,Hard,3,7,10,51,30.0
628,Attila Korpas,Clay,26,39,65,69,40.0
629,Attila Korpas,Hard,2,2,4,69,50.0
630,Attila Savolt,Carpet,2,7,9,99,22.22
631,Attila Savolt,Clay,34,30,64,99,53.12
632,Attila Savolt,Hard,6,20,26,99,23.08
633,Augustin Gensse,Clay,1,2,3,3,33.33
634,Austin Krajicek,Grass,1,4,5,34,20.0
635,Austin Krajicek,Hard,11,18,29,34,37.93
636,Axel Finnberg,Hard,1,4,5,5,20.0
637,Axel Michon,Clay,1,1,2,2,50.0
638,Axel Pretzsch,Hard,11,18,29,29,37.93
639,B Johnston,Hard,1,1,2,2,50.0
640,B Moreau,Clay,1,2,3,3,33.33
641,B Newman,Hard,1,1,2,2,50.0
642,Bader Mohammed Almuqail,Hard,3,6,9,9,33.33
643,Bailey Brown,Carpet,2,1,3,3,66.67
644,Balazs Taroczy,Carpet,41,46,87,644,47.13
645,Balazs Taroczy,Clay,316,139,455,644,69.45
646,Balazs Taroczy,Grass,14,13,27,644,51.85
647,Balazs Taroczy,Hard,39,36,75,644,52.0
648,Balazs Veress,Hard,1,1,2,2,50.0
649,Baris Ergun,Hard,2,1,3,3,66.67
650,Barry Cowan,Grass,3,13,16,24,18.75
651,Barry Cowan,Hard,2,6,8,24,25.0
652,Barry King,Hard,1,2,3,3,33.33
653,Barry Mackay,Clay,4,8,12,29,33.33
654,Barry Mackay,Grass,1,3,4,29,25.0
655,Barry Mackay,Hard,5,8,13,29,38.46
656,Barry Moir,Clay,11,13,24,92,45.83
657,Barry Moir,Grass,5,8,13,92,38.46
658,Barry Moir,Hard,20,35,55,92,36.36
659,Barry Phillips Moore,Carpet,11,30,41,408,26.83
660,Barry Phillips Moore,Clay,126,110,236,408,53.39
661,Barry Phillips Moore,Grass,30,37,67,408,44.78
662,Barry Phillips Moore,Hard,22,42,64,408,34.38
663,Bart Wuyts,Carpet,3,17,20,115,15.0
664,Bart Wuyts,Clay,38,36,74,115,51.35
665,Bart Wuyts,Hard,7,14,21,115,33.33
666,Bartlomiej Dabrowski,Carpet,4,5,9,44,44.44
667,Bartlomiej Dabrowski,Clay,15,12,27,44,55.56
668,Bartlomiej Dabrowski,Hard,4,4,8,44,50.0
669,Basil Wheeler,Hard,1,1,2,2,50.0
670,Bastian Knittel,Clay,1,3,4,4,25.0
671,Bastian Trinker,Clay,1,2,3,3,33.33
672,Beejong Sisson,Clay,2,4,6,10,33.33
673,Beejong Sisson,Grass,2,2,4,10,50.0
674,Belus Prajoux,Carpet,7,10,17,210,41.18
675,Belus Prajoux,Clay,71,103,174,210,40.8
676,Belus Prajoux,Grass,3,8,11,210,27.27
677,Belus Prajoux,Hard,2,6,8,210,25.0
678,Ben Ellwood,Grass,1,3,4,18,25.0
679,Ben Ellwood,Hard,3,11,14,18,21.43
680,Ben Mckown,Clay,2,5,7,13,28.57
681,Ben Mckown,Hard,2,4,6,13,33.33
682,Ben Qiang Zhu,Grass,2,2,4,30,50.0
683,Ben Qiang Zhu,Hard,15,11,26,30,57.69
684,Ben Testerman,Carpet,24,20,44,189,54.55
685,Ben Testerman,Clay,7,12,19,189,36.84
686,Ben Testerman,Grass,21,21,42,189,50.0
687,Ben Testerman,Hard,35,49,84,189,41.67
688,Bengt Lundstedt,Carpet,1,2,3,3,33.33
689,Benjamin Balleret,Carpet,1,2,3,53,33.33
690,Benjamin Balleret,Clay,22,16,38,53,57.89
691,Benjamin Balleret,Hard,5,7,12,53,41.67
692,Benjamin Becker,Carpet,1,2,3,375,33.33
693,Benjamin Becker,Clay,11,34,45,375,24.44
694,Benjamin Becker,Grass,36,30,66,375,54.55
695,Benjamin Becker,Hard,106,155,261,375,40.61
696,Benjamin Bonzi,Clay,2,2,4,8,50.0
697,Benjamin Bonzi,Hard,2,2,4,8,50.0
698,Benjamin Hassan,Hard,4,1,5,5,80.0
699,Benjamin Lock,Hard,8,2,10,10,80.0
700,Benoit Paire,Clay,81,76,157,468,51.59
701,Benoit Paire,Grass,23,23,46,468,50.0
702,Benoit Paire,Hard,121,144,265,468,45.66
703,Bent Ove Pedersen,Carpet,6,2,8,21,75.0
704,Bent Ove Pedersen,Clay,3,3,6,21,50.0
705,Bent Ove Pedersen,Hard,4,3,7,21,57.14
706,Bernabe Zapata Miralles,Clay,1,3,4,4,25.0
707,Bernard Balleret,Carpet,1,1,2,39,50.0
708,Bernard Balleret,Clay,12,18,30,39,40.0
709,Bernard Balleret,Hard,2,5,7,39,28.57
710,Bernard Boileau,Carpet,3,5,8,94,37.5
711,Bernard Boileau,Clay,28,31,59,94,47.46
712,Bernard Boileau,Grass,1,3,4,94,25.0
713,Bernard Boileau,Hard,10,13,23,94,43.48
714,Bernard Fritz,Carpet,2,5,7,135,28.57
715,Bernard Fritz,Clay,38,58,96,135,39.58
716,Bernard Fritz,Grass,2,2,4,135,50.0
717,Bernard Fritz,Hard,11,17,28,135,39.29
718,Bernard Mignot,Carpet,3,3,6,101,50.0
719,Bernard Mignot,Clay,30,42,72,101,41.67
720,Bernard Mignot,Grass,3,4,7,101,42.86
721,Bernard Mignot,Hard,10,6,16,101,62.5
722,Bernard Mitton,Carpet,51,62,113,422,45.13
723,Bernard Mitton,Clay,32,50,82,422,39.02
724,Bernard Mitton,Grass,36,34,70,422,51.43
725,Bernard Mitton,Hard,80,77,157,422,50.96
726,Bernard Montrenaud,Clay,6,15,21,21,28.57
727,Bernard Paul,Carpet,1,3,4,17,25.0
728,Bernard Paul,Clay,3,10,13,17,23.08
729,Bernard Pinto,Clay,1,2,3,3,33.33
730,Bernard Tomic,Clay,21,44,65,371,32.31
731,Bernard Tomic,Grass,38,32,70,371,54.29
732,Bernard Tomic,Hard,127,109,236,371,53.81
733,Bernardo Mota,Carpet,3,4,7,34,42.86
734,Bernardo Mota,Clay,11,16,27,34,40.74
735,Bernd Karbacher,Carpet,3,15,18,297,16.67
736,Bernd Karbacher,Clay,77,68,145,297,53.1
737,Bernd Karbacher,Grass,4,13,17,297,23.53
738,Bernd Karbacher,Hard,52,65,117,297,44.44
739,Bernd Kube,Clay,1,5,6,6,16.67
740,Bernhard Pils,Carpet,1,3,4,45,25.0
741,Bernhard Pils,Clay,9,19,28,45,32.14
742,Bernhard Pils,Grass,1,1,2,45,50.0
743,Bernhard Pils,Hard,4,7,11,45,36.36
744,Berry Geraghty,Grass,1,2,3,3,33.33
745,Bertalan Csoknyai,Clay,1,1,2,2,50.0
746,Bertrand Lacombe,Hard,2,2,4,4,50.0
747,Bertrand Madsen,Clay,6,13,19,26,31.58
748,Bertrand Madsen,Hard,3,4,7,26,42.86
749,Bhanu Nunna,Carpet,1,1,2,2,50.0
750,Bidynt Goswami,Clay,1,2,3,3,33.33
751,Bill Barber,Hard,1,1,2,2,50.0
752,Bill Behrens,Clay,2,4,6,6,33.33
753,Bill Bowrey,Clay,25,28,53,155,47.17
754,Bill Bowrey,Grass,44,30,74,155,59.46
755,Bill Bowrey,Hard,11,17,28,155,39.29
756,Bill Brown,Grass,1,1,2,2,50.0
757,Bill Colson,Grass,1,2,3,3,33.33
758,Bill Cowan,Hard,2,6,8,8,25.0
759,Bill Freer,Clay,2,4,6,23,33.33
760,Bill Freer,Grass,2,3,5,23,40.0
761,Bill Freer,Hard,3,9,12,23,25.0
762,Bill Gilmour,Grass,1,1,2,2,50.0
763,Bill Lloyd,Clay,5,18,23,53,21.74
764,Bill Lloyd,Grass,7,13,20,53,35.0
765,Bill Lloyd,Hard,2,8,10,53,20.0
766,Bill Lofgren,Clay,1,9,10,24,10.0
767,Bill Lofgren,Grass,2,9,11,24,18.18
768,Bill Lofgren,Hard,1,2,3,24,33.33
769,Bill Maze,Carpet,2,8,10,44,20.0
770,Bill Maze,Clay,1,6,7,44,14.29
771,Bill Maze,Grass,4,8,12,44,33.33
772,Bill Maze,Hard,5,10,15,44,33.33
773,Bill Monan,Clay,1,3,4,4,25.0
774,Bill Scanlon,Carpet,102,85,187,560,54.55
775,Bill Scanlon,Clay,34,47,81,560,41.98
776,Bill Scanlon,Grass,59,41,100,560,59.0
777,Bill Scanlon,Hard,107,85,192,560,55.73
778,Billy Martin,Carpet,45,53,98,312,45.92
779,Billy Martin,Clay,41,51,92,312,44.57
780,Billy Martin,Grass,20,23,43,312,46.51
781,Billy Martin,Hard,35,44,79,312,44.3
782,Billy Nealon,Clay,1,8,9,9,11.11
783,Bing Chao Lin,Carpet,1,1,2,30,50.0
784,Bing Chao Lin,Clay,6,7,13,30,46.15
785,Bing Chao Lin,Hard,8,7,15,30,53.33
786,Bing Pan,Carpet,1,10,11,37,9.09
787,Bing Pan,Clay,5,1,6,37,83.33
788,Bing Pan,Grass,1,1,2,37,50.0
789,Bing Pan,Hard,9,9,18,37,50.0
790,Birger Andersson,Carpet,2,7,9,104,22.22
791,Birger Andersson,Clay,28,48,76,104,36.84
792,Birger Andersson,Grass,2,2,4,104,50.0
793,Birger Andersson,Hard,4,11,15,104,26.67
794,Bjorn Borg,Carpet,178,42,220,782,80.91
795,Bjorn Borg,Clay,279,48,327,782,85.32
796,Bjorn Borg,Grass,72,13,85,782,84.71
797,Bjorn Borg,Hard,113,37,150,782,75.33
798,Bjorn Fratangelo,Clay,5,9,14,55,35.71
799,Bjorn Fratangelo,Grass,3,3,6,55,50.0
800,Bjorn Fratangelo,Hard,12,23,35,55,34.29
801,Bjorn Phau,Carpet,1,4,5,218,20.0
802,Bjorn Phau,Clay,22,37,59,218,37.29
803,Bjorn Phau,Grass,1,13,14,218,7.14
804,Bjorn Phau,Hard,56,84,140,218,40.0
805,Bjorn Rehnquist,Clay,3,4,7,15,42.86
806,Bjorn Rehnquist,Hard,1,7,8,15,12.5
807,Blaine Willenborg,Carpet,2,3,5,87,40.0
808,Blaine Willenborg,Clay,23,35,58,87,39.66
809,Blaine Willenborg,Hard,8,16,24,87,33.33
810,Blaise Bicknell,Hard,1,1,2,2,50.0
811,Blaz Kavcic,Carpet,2,1,3,145,66.67
812,Blaz Kavcic,Clay,26,34,60,145,43.33
813,Blaz Kavcic,Grass,3,13,16,145,18.75
814,Blaz Kavcic,Hard,24,42,66,145,36.36
815,Blaz Rola,Clay,8,9,17,34,47.06
816,Blaz Rola,Grass,1,4,5,34,20.0
817,Blaz Rola,Hard,4,8,12,34,33.33
818,Blaz Trupej,Clay,2,4,6,8,33.33
819,Blaz Trupej,Hard,1,1,2,8,50.0
820,Bo Holmstrom,Hard,2,4,6,6,33.33
821,Boaz Merenstein,Hard,2,4,6,6,33.33
822,Bob Blazekovic,Carpet,1,1,2,2,50.0
823,Bob Bryan,Clay,3,5,8,60,37.5
824,Bob Bryan,Grass,8,6,14,60,57.14
825,Bob Bryan,Hard,10,28,38,60,26.32
826,Bob Carmichael,Carpet,17,43,60,427,28.33
827,Bob Carmichael,Clay,64,72,136,427,47.06
828,Bob Carmichael,Grass,46,49,95,427,48.42
829,Bob Carmichael,Hard,67,69,136,427,49.26
830,Bob Giltinan,Carpet,8,17,25,178,32.0
831,Bob Giltinan,Clay,8,17,25,178,32.0
832,Bob Giltinan,Grass,52,44,96,178,54.17
833,Bob Giltinan,Hard,10,22,32,178,31.25
834,Bob Goeltz,Grass,1,2,3,3,33.33
835,Bob Green,Carpet,10,12,22,98,45.45
836,Bob Green,Grass,5,13,18,98,27.78
837,Bob Green,Hard,28,30,58,98,48.28
838,Bob Hewitt,Carpet,32,38,70,377,45.71
839,Bob Hewitt,Clay,89,54,143,377,62.24
840,Bob Hewitt,Grass,44,25,69,377,63.77
841,Bob Hewitt,Hard,54,41,95,377,56.84
842,Bob Howe,Clay,4,10,14,31,28.57
843,Bob Howe,Grass,7,10,17,31,41.18
844,Bob Weise W055,Clay,1,2,3,3,33.33
845,Bobby Banck,Clay,1,1,2,2,50.0
846,Bobby Kokavec,Hard,1,5,6,6,16.67
847,Bobby Reynolds,Clay,3,6,9,101,33.33
848,Bobby Reynolds,Grass,5,12,17,101,29.41
849,Bobby Reynolds,Hard,20,55,75,101,26.67
850,Bobby Webb,Clay,4,7,11,11,36.36
851,Bodo Nitsche,Clay,1,1,2,2,50.0
852,Bohdan Ulihrach,Carpet,30,40,70,478,42.86
853,Bohdan Ulihrach,Clay,116,109,225,478,51.56
854,Bohdan Ulihrach,Grass,5,14,19,478,26.32
855,Bohdan Ulihrach,Hard,79,85,164,478,48.17
856,Bojan Vujic,Carpet,1,1,2,6,50.0
857,Bojan Vujic,Clay,2,2,4,6,50.0
858,Bojidar Pampoulov,Carpet,2,2,4,11,50.0
859,Bojidar Pampoulov,Clay,2,5,7,11,28.57
860,Bong Soo Kim,Carpet,1,6,7,39,14.29
861,Bong Soo Kim,Clay,8,1,9,39,88.89
862,Bong Soo Kim,Grass,1,2,3,39,33.33
863,Bong Soo Kim,Hard,9,11,20,39,45.0
864,Bonit Wiryawan,Clay,2,1,3,7,66.67
865,Bonit Wiryawan,Hard,1,3,4,7,25.0
866,Boris Becker,Carpet,258,67,325,941,79.38
867,Boris Becker,Clay,122,63,185,941,65.95
868,Boris Becker,Grass,116,25,141,941,82.27
869,Boris Becker,Hard,220,70,290,941,75.86
870,Boris Pashanski,Carpet,1,1,2,78,50.0
871,Boris Pashanski,Clay,23,37,60,78,38.33
872,Boris Pashanski,Hard,6,10,16,78,37.5
873,Borna Coric,Clay,54,41,95,305,56.84
874,Borna Coric,Grass,11,10,21,305,52.38
875,Borna Coric,Hard,98,91,189,305,51.85
876,Borna Gojo,Hard,1,4,5,5,20.0
877,Boro Jovanovic,Carpet,1,8,9,112,11.11
878,Boro Jovanovic,Clay,40,50,90,112,44.44
879,Boro Jovanovic,Hard,5,8,13,112,38.46
880,Borut Urh,Clay,6,4,10,10,60.0
881,Bostjan Osabnik,Clay,1,2,3,7,33.33
882,Bostjan Osabnik,Hard,2,2,4,7,50.0
883,Botic van de Zandschulp,Hard,3,3,6,6,50.0
884,Brad Drewett,Carpet,23,30,53,406,43.4
885,Brad Drewett,Clay,25,37,62,406,40.32
886,Brad Drewett,Grass,85,71,156,406,54.49
887,Brad Drewett,Hard,48,87,135,406,35.56
888,Brad Gilbert,Carpet,122,72,194,808,62.89
889,Brad Gilbert,Clay,42,42,84,808,50.0
890,Brad Gilbert,Grass,31,25,56,808,55.36
891,Brad Gilbert,Hard,325,149,474,808,68.57
892,Brad Guan,Clay,2,5,7,22,28.57
893,Brad Guan,Grass,6,9,15,22,40.0
894,Brad Pearce,Carpet,4,11,15,120,26.67
895,Brad Pearce,Clay,3,5,8,120,37.5
896,Brad Pearce,Grass,7,8,15,120,46.67
897,Brad Pearce,Hard,27,55,82,120,32.93
898,Brad Rowe,Clay,1,1,2,5,50.0
899,Brad Rowe,Hard,1,2,3,5,33.33
900,Bradley Klahn,Grass,2,7,9,50,22.22
901,Bradley Klahn,Hard,11,30,41,50,26.83
902,Brandon Nakashima,Hard,3,2,5,5,60.0
903,Branislav Stankovic,Clay,5,12,17,22,29.41
904,Branislav Stankovic,Grass,2,3,5,22,40.0
905,Branko Horvat,Clay,1,1,2,2,50.0
906,Brayden Schnur,Hard,4,12,16,16,25.0
907,Brendan Evans,Grass,4,3,7,21,57.14
908,Brendan Evans,Hard,2,12,14,21,14.29
909,Brent Larkham,Clay,1,5,6,12,16.67
910,Brent Larkham,Grass,1,1,2,12,50.0
911,Brent Larkham,Hard,2,2,4,12,50.0
912,Brent Pirow,Clay,1,7,8,11,12.5
913,Brent Pirow,Hard,1,2,3,11,33.33
914,Bret Garnett,Carpet,1,1,2,27,50.0
915,Bret Garnett,Grass,1,6,7,27,14.29
916,Bret Garnett,Hard,6,12,18,27,33.33
917,Brett Custer,Hard,1,3,4,4,25.0
918,Brett Dickinson,Hard,3,4,7,7,42.86
919,Brett Steven,Carpet,34,33,67,343,50.75
920,Brett Steven,Clay,15,20,35,343,42.86
921,Brett Steven,Grass,35,24,59,343,59.32
922,Brett Steven,Hard,91,91,182,343,50.0
923,Brian Baker,Clay,5,4,9,60,55.56
924,Brian Baker,Grass,5,5,10,60,50.0
925,Brian Baker,Hard,10,31,41,60,24.39
926,Brian Benson,Grass,1,1,2,2,50.0
927,Brian Bowman,Grass,1,1,2,2,50.0
928,Brian Cheney,Grass,1,2,3,3,33.33
929,Brian Connor,Grass,1,2,3,3,33.33
930,Brian Dabul,Clay,7,13,20,42,35.0
931,Brian Dabul,Grass,3,4,7,42,42.86
932,Brian Dabul,Hard,5,10,15,42,33.33
933,Brian Devening,Clay,2,3,5,5,40.0
934,Brian Dunn,Clay,2,4,6,16,33.33
935,Brian Dunn,Hard,2,8,10,16,20.0
936,Brian Fairlie,Carpet,36,41,77,414,46.75
937,Brian Fairlie,Clay,70,73,143,414,48.95
938,Brian Fairlie,Grass,52,42,94,414,55.32
939,Brian Fairlie,Hard,52,48,100,414,52.0
940,Brian Flood,Clay,1,1,2,2,50.0
941,Brian Ford,Grass,1,1,2,2,50.0
942,Brian Garrow,Carpet,5,6,11,38,45.45
943,Brian Garrow,Grass,1,5,6,38,16.67
944,Brian Garrow,Hard,6,15,21,38,28.57
945,Brian Gottfried,Carpet,193,86,279,1010,69.18
946,Brian Gottfried,Clay,166,97,263,1010,63.12
947,Brian Gottfried,Grass,76,38,114,1010,66.67
948,Brian Gottfried,Hard,253,101,354,1010,71.47
949,Brian Levine,Clay,2,2,4,13,50.0
950,Brian Levine,Hard,3,6,9,13,33.33
951,Brian Macphie,Carpet,1,1,2,64,50.0
952,Brian Macphie,Grass,8,8,16,64,50.0
953,Brian Macphie,Hard,18,28,46,64,39.13
954,Brian Marcus,Hard,1,2,3,3,33.33
955,Brian Page,Hard,2,2,4,4,50.0
956,Brian Teacher,Carpet,84,62,146,571,57.53
957,Brian Teacher,Clay,51,47,98,571,52.04
958,Brian Teacher,Grass,86,47,133,571,64.66
959,Brian Teacher,Hard,115,79,194,571,59.28
960,Brian Vahaly,Clay,1,5,6,64,16.67
961,Brian Vahaly,Grass,3,7,10,64,30.0
962,Brian Vahaly,Hard,17,31,48,64,35.42
963,Brian Wilson,Hard,1,3,4,4,25.0
964,Broderick Dyke,Carpet,19,21,40,199,47.5
965,Broderick Dyke,Clay,5,16,21,199,23.81
966,Broderick Dyke,Grass,19,30,49,199,38.78
967,Broderick Dyke,Hard,35,54,89,199,39.33
968,Bruce Derlin,Clay,10,23,33,99,30.3
969,Bruce Derlin,Grass,8,18,26,99,30.77
970,Bruce Derlin,Hard,18,22,40,99,45.0
971,Bruce Foxworth,Clay,4,7,11,20,36.36
972,Bruce Foxworth,Hard,4,5,9,20,44.44
973,Bruce Kleege,Carpet,2,8,10,45,20.0
974,Bruce Kleege,Clay,3,6,9,45,33.33
975,Bruce Kleege,Grass,2,7,9,45,22.22
976,Bruce Kleege,Hard,3,14,17,45,17.65
977,Bruce Manson,Carpet,35,50,85,299,41.18
978,Bruce Manson,Clay,35,45,80,299,43.75
979,Bruce Manson,Grass,7,14,21,299,33.33
980,Bruce Manson,Hard,52,61,113,299,46.02
981,Bruce Nichols,Clay,2,7,9,17,22.22
982,Bruce Nichols,Hard,1,7,8,17,12.5
983,Bruno Agostinelli,Clay,1,1,2,2,50.0
984,Bruno Dadillon,Clay,2,3,5,5,40.0
985,Bruno Echagaray,Clay,3,6,9,11,33.33
986,Bruno Echagaray,Hard,1,1,2,11,50.0
987,Bruno Fragoso,Clay,1,2,3,3,33.33
988,Bruno Oresar,Carpet,3,7,10,127,30.0
989,Bruno Oresar,Clay,40,44,84,127,47.62
990,Bruno Oresar,Hard,14,19,33,127,42.42
991,Bruno Rodriguez,Carpet,1,1,2,6,50.0
992,Bruno Rodriguez,Clay,3,1,4,6,75.0
993,Bryan Juinio,Hard,6,2,8,8,75.0
994,Bryan Shelton,Carpet,5,11,16,242,31.25
995,Bryan Shelton,Clay,34,36,70,242,48.57
996,Bryan Shelton,Grass,24,21,45,242,53.33
997,Bryan Shelton,Hard,41,70,111,242,36.94
998,Brydan Klein,Grass,1,5,6,14,16.67
999,Brydan Klein,Hard,2,6,8,14,25.0
1000,Bud Schultz,Carpet,7,13,20,101,35.0
1001,Bud Schultz,Clay,1,5,6,101,16.67
1002,Bud Schultz,Grass,13,10,23,101,56.52
1003,Bud Schultz,Hard,26,26,52,101,50.0
1004,Buff Farrow,Hard,2,3,5,5,40.0
1005,Buster C Mottram,Carpet,63,51,114,485,55.26
1006,Buster C Mottram,Clay,166,87,253,485,65.61
1007,Buster C Mottram,Grass,25,19,44,485,56.82
1008,Buster C Mottram,Hard,46,28,74,485,62.16
1009,Butch Seewagen,Carpet,2,4,6,106,33.33
1010,Butch Seewagen,Clay,18,28,46,106,39.13
1011,Butch Seewagen,Grass,16,19,35,106,45.71
1012,Butch Seewagen,Hard,6,13,19,106,31.58
1013,Butch Walts,Carpet,62,54,116,277,53.45
1014,Butch Walts,Clay,14,21,35,277,40.0
1015,Butch Walts,Grass,9,11,20,277,45.0
1016,Butch Walts,Hard,56,50,106,277,52.83
1017,Byron Bertram,Carpet,25,29,54,227,46.3
